,0
2704,"[5/25/20, 1:56:46 PM] Joe: Saaaame. You’ve definitely made quarantine more fun for me haha
"
2705,"[5/25/20, 1:57:29 PM] Joe: Naaaaaaah. Spill the beans haha
"
2706,"[5/25/20, 1:57:43 PM] Joe: Is it working better yet?
"
2707,"[5/25/20, 2:01:07 PM] Joe: Haha oh yeah. Spill the beans is like to say, “tell me everything”
"
2708,"[5/25/20, 2:03:21 PM] Joe: Ooooh boy hahaha. What’d they say? That always makes me nervous haha. Getting the approval of the friends 😂
"
2709,"‎[5/25/20, 2:05:20 PM] Joe: ‎GIF omitted
"
2710,"[5/25/20, 2:09:05 PM] Joe: Hahaha wow ok cool. I was nervous. Didn’t expect such a reaction. I’m glad you have an excited face when talking about me haha.
"
2711,"‎[5/25/20, 2:09:39 PM] Joe: ‎GIF omitted
"
2712,"[5/25/20, 2:11:16 PM] Joe: I don’t know what to say but I’m stoked that they approve haha. I’m sure you value their opinion so I’m really happy about how they reacted. 
"
2713,"[5/25/20, 2:13:12 PM] Joe: Haha shit. Sorry 🤷‍♂️
"
2714,"‎[5/25/20, 2:17:50 PM] Joe: ‎GIF omitted
"
2715,"[5/25/20, 2:18:39 PM] Joe: Hell yeah we already have loyal subscribers and we haven’t even made our first video 😂 😂
"
2716,"[5/25/20, 2:20:04 PM] Joe: Yeah my friends were happy for me but not so happy when I said that going to Spain might be an option for me now haha. They don’t want me to leave them.
"
2717,"[5/25/20, 2:24:15 PM] Joe: I’m so interested to know what you told your friends about me. 
"
2718,"[5/25/20, 2:28:17 PM] Joe: Hahah niiiice. Yeah I’m definitely trying to come out there. I tried to start my passport shit the other day but I need to do it in person with certain paperwork that I don’t have with me here.
"
2719,"[5/25/20, 2:29:22 PM] Joe: I’d probably tell a few of my really close friends more details if I was having a one on one type of conversation but it gets weird telling all of my friends at once in a group chat 😂
"
2720,"[5/25/20, 2:31:33 PM] Joe: Hahaha the more you tell me the more I like it
"
2721,"‎[5/25/20, 2:32:21 PM] Joe: ‎GIF omitted
"
2722,"[5/25/20, 2:40:14 PM] Joe: As long as I tell them they can come visit me wherever I go I think they’ll be ok hahah. They say it in a joking way. They’re happy for me and if we were happy, they’d be stoked on you
"
2723,"[5/25/20, 2:41:07 PM] Joe: Hahaha the ultimate pocket. At first I was like 😳 hahahaha
"
2724,"‎[5/25/20, 3:21:58 PM] Joe: ‎image omitted
"
2725,"[5/25/20, 3:31:01 PM] Joe: They’re the best
"
2726,"[5/25/20, 3:32:29 PM] Joe: Haha it’s a good way to sneak it. I don’t have that pocket unfortunately 😂 
"
2727,"[5/25/20, 3:33:57 PM] Joe: Mmmm like 3 weeks. I shared some with the family hahah but yeah it went fast
"
2728,"[5/25/20, 3:39:48 PM] Joe: Hahahahaha 😂
"
2729,"[5/25/20, 3:39:53 PM] Joe: Shit
"
2730,"‎[5/25/20, 3:41:00 PM] Joe: ‎GIF omitted
"
2731,"‎[5/25/20, 3:42:15 PM] Joe: ‎GIF omitted
"
2732,"[5/25/20, 3:47:23 PM] Joe: Haha I skated sooo far down the street cause I was trying to land specific tricks before turning around. Took forever but I did what I wanted. It was just for practice, I didn’t film anything
"
2733,"‎[5/25/20, 3:48:47 PM] Joe: ‎audio omitted
"
2734,"[5/25/20, 3:50:36 PM] Joe: Hahaha fuck I hate listening to myself 🙉 I need some more practice
"
2735,"‎[5/25/20, 4:00:43 PM] Joe: ‎audio omitted
"
2736,"[5/25/20, 4:00:59 PM] Joe: Fuck I hate that one too
"
2737,"[5/25/20, 4:01:01 PM] Joe: Say it to me
"
2738,"[5/25/20, 4:01:14 PM] Joe: Porfiii hahah
"
2739,"‎[5/25/20, 4:02:05 PM] Joe: ‎audio omitted
"
2740,"[5/25/20, 4:02:27 PM] Joe: Is that how G sounds?
"
2741,"[5/25/20, 4:03:15 PM] Joe: Ok cool. Now if I could just say it with some confidence
"
2742,"[5/25/20, 4:04:49 PM] Joe: Ok ok hold on I’m going to try the phrase about the words one more time.
"
2743,"[5/25/20, 4:04:58 PM] Joe: With confidence haha
"
2744,"‎[5/25/20, 4:05:44 PM] Joe: ‎audio omitted
"
2745,"‎[5/25/20, 4:06:59 PM] Joe: ‎audio omitted
"
2746,"[5/25/20, 4:07:18 PM] Joe: Sweeeeeet
"
2747,"‎[5/25/20, 4:07:58 PM] Joe: ‎GIF omitted
"
2748,"[5/25/20, 4:10:30 PM] Joe: Hahah that’s a longer one. But I got it hold on
"
2749,"‎[5/25/20, 4:12:19 PM] Joe: ‎audio omitted
"
2750,"[5/25/20, 4:13:03 PM] Joe: Fuck. Close
"
2751,"[5/25/20, 4:15:04 PM] Joe: Hahaha at least I can feel the improvement. Definitely better than this time last month!
"
2752,"[5/25/20, 4:16:48 PM] Joe: Hahahaha gracias 😊
"
2753,"[5/25/20, 4:17:29 PM] Joe: I’m working on saying things with a little more confidence. When I started trying to say things, everything sounded like a question because of the unsure tone of my voice haha
"
2754,"[5/25/20, 4:23:52 PM] Joe: For sure. I would have been too nervous or would’ve stumbled too much to make it through confidently.
"
2755,"[5/25/20, 4:24:19 PM] Joe: It’s cool, the little improvements keep me motivated to learn more.
"
2756,"[5/25/20, 4:28:07 PM] Joe: Hahaha mmm I wish I could be there with you. 
"
2757,"[5/26/20, 12:41:12 AM] Joe: I wrote some code to find the words you’ve used the most since I started talking to you. I’m going to use it to help me study relevant words. I hope you don’t think this is weird, I figured it’d help me study 😂
"
2758,"‎[5/26/20, 12:42:11 AM] Joe: ‎video omitted
"
2759,"[5/26/20, 1:07:41 AM] Joe: I’ll send a copy of the file later. You can see what words you say a lot.
"
2760,"[5/26/20, 1:09:17 AM] Joe: Hahaha thanks. I was worried you would just think it’s weird 😂 I figured if I’m going to learn a lot of words, they might as well be the ones you use all the time
"
2761,"[5/26/20, 1:13:21 AM] Joe: Hahah I’m glad you like it. Yeah there are some funny ones in the list 😂 I haven’t gone through it all the way yet. I pretty much just finished the code when I sent it to you.
"
2762,"[5/26/20, 1:19:29 AM] Joe: Hahah I downloaded the chat and then I wrote some code to organize it and count the number of times words show up
"
2763,"‎[5/26/20, 1:19:37 AM] Joe: ‎video omitted
"
2764,"[5/26/20, 1:19:58 AM] Joe: In the video you can see how to download a WhatsApp chat
"
2765,"[5/26/20, 1:20:39 AM] Joe: Super easy
"
2766,"[5/26/20, 1:20:40 AM] Joe: Haha
"
2767,"‎[5/26/20, 1:21:49 AM] Joe: ‎video omitted
"
2768,"[5/26/20, 1:23:02 AM] Joe: To get the chat? With a QR code?
"
2769,"[5/26/20, 1:24:13 AM] Joe: iPhone has a screen record button haha
"
2770,"[5/26/20, 1:25:16 AM] Joe: Oh shit ok I didn’t know that. I only have it on my phone so it was easier this way for me anyway. It just gets emailed to you when you export it from the app
"
2771,"[5/26/20, 1:25:58 AM] Joe: Hahahahaha
"
2772,"[5/26/20, 1:31:33 AM] Joe: Hahaha you’re having fun sending me audio.
"
2773,"[5/26/20, 1:33:10 AM] Joe: I’ve heard of those Xiaomi phone. They look cool. All my friends have iPhones though so sharing things is easier, especially video, when we all have iPhones.
"
2774,"[5/26/20, 1:34:41 AM] Joe: Haha iPhones are the best for making skateboard edits with 😂
"
2775,"[5/26/20, 1:38:05 AM] Joe: Maybe I’ll try one eventually. I need to make this phone last though haha
"
2776,"‎[5/26/20, 1:38:31 AM] Joe: ‎audio omitted
"
2777,"[5/26/20, 1:39:16 AM] Joe: About the phone?
"
2778,"[5/26/20, 1:47:14 AM] Joe: Haha ok I had to listen to this hella times 😂 but I got it now hahah fuck I need to learn more. 
"
2779,"[5/26/20, 1:48:06 AM] Joe: I ended up getting a windows laptop too. I do want that new 16” MacBook Pro though hahaha
"
2780,"[5/26/20, 1:48:35 AM] Joe: Hahahahah
"
2781,"[5/26/20, 1:48:50 AM] Joe: I just listened to the other audios 😂 😂 😂
"
2782,"[5/26/20, 1:50:10 AM] Joe: I still couldn’t respond in Spanish and it took too many times to get it....but it’s something hahaha
"
2783,"‎[5/26/20, 1:50:44 AM] Joe: ‎GIF omitted
"
2784,"‎[5/26/20, 1:59:18 AM] Joe: ‎audio omitted
"
2785,"[5/26/20, 1:59:32 AM] Joe: Hahahah shit
"
2786,"‎[5/26/20, 2:00:36 AM] Joe: ‎GIF omitted
"
2787,"‎[5/26/20, 2:03:21 AM] Joe: ‎audio omitted
"
2788,"‎[5/26/20, 2:03:37 AM] Joe: ‎GIF omitted
"
2789,"[5/26/20, 2:07:20 AM] Joe: I was struggling with that one hahah I had to move on
"
2790,"‎[5/26/20, 2:10:41 AM] Joe: ‎audio omitted
"
2791,"‎[5/26/20, 2:11:04 AM] Joe: ‎audio omitted
"
2792,"‎[5/26/20, 2:12:04 AM] Joe: ‎audio omitted
"
2793,"[5/26/20, 2:12:36 AM] Joe: I need to practice preparar. Too many “r”s is throwing me off haha
"
2794,"[5/26/20, 2:17:19 AM] Joe: Dammit how do I get my r on point so no one can tell? Haha I’m not trying to be super obvious. Alright I need to practice R words
"
2795,"[5/26/20, 2:17:48 AM] Joe: I’ll just practice ronronear until I got the r sound down 😂
"
2796,"[5/26/20, 2:19:14 AM] Joe: Hahah you’re the best
"
2797,"‎[5/26/20, 2:19:34 AM] Joe: ‎audio omitted
"
2798,"[5/26/20, 2:21:10 AM] Joe: Yeah I guess as long as people can understand me that’s what matters most. But I would definitely feel more confident when I speak if I knew it sounded “right”
"
2799,"[5/26/20, 2:23:47 AM] Joe: Haha i just like getting it right 😂 I’m not satisfied when I can tell it’s off.
"
2800,"[5/26/20, 2:24:17 AM] Joe: But you’re right. Everyone has a different accent. Trying to at least get close though haha
"
2801,"[5/26/20, 2:25:14 AM] Joe: Yeah I guess I see what you’re saying cause I like the way you sound haha
"
2802,"[5/26/20, 2:28:35 AM] Joe: That’s true haha alright I won’t put too much thought into the accent. If you hear something that’s waaaay off I need you to say something though haha
"
2803,"[5/26/20, 2:45:13 AM] Joe: Haha yeah I’m not sure why that accent comes more naturally. As long as it sounds good to you that’s all that matters 🤷‍♂️
"
2804,"[5/26/20, 2:45:40 AM] Joe: I don’t really need to impress anyone with my spanish haha
"
2805,"[5/26/20, 2:46:58 AM] Joe: I’m about to go to sleep over here. Getting hella tired haha
"
2806,"[5/26/20, 2:52:47 AM] Joe: Haha for your course or what?
"
2807,"‎[5/26/20, 2:53:25 AM] Joe: ‎GIF omitted
"
2808,"[5/26/20, 2:56:04 AM] Joe: Hahah nice 😂
"
2809,"‎[5/26/20, 2:58:04 AM] Joe: ‎GIF omitted
"
2810,"[5/26/20, 3:00:58 AM] Joe: It’d be a tight fit with the both of us, but we’d make it work haha
"
2811,"‎[5/26/20, 11:12:41 AM] Joe: ‎video omitted
"
2812,"[5/26/20, 11:32:02 AM] Joe: Sooo good. I passed out instantly after I sent you that final message last night hahah
"
2813,"[5/26/20, 11:33:04 AM] Joe: I need to learn more word of “affection” in spanish haha. I hella like it when you use them 😂
"
2814,"[5/26/20, 11:38:59 AM] Joe: Hahaha I always think about it but I never say anything like that.
"
2815,"[5/26/20, 11:39:02 AM] Joe: Hahaha shit
"
2816,"[5/26/20, 11:39:11 AM] Joe: Am I supposed to say something now???
"
2817,"[5/26/20, 11:39:22 AM] Joe: I’m going to wait so it’s more of a surprise haha
"
2818,"‎[5/26/20, 11:41:53 AM] Joe: ‎GIF omitted
"
2819,"[5/26/20, 11:42:41 AM] Joe: Siiiiick. Does this mean I need Spotify now? Haha
"
2820,"[5/26/20, 11:44:31 AM] Joe: Hahah I’ll download Spotify. No big deal
"
2821,"[5/26/20, 11:45:02 AM] Joe: It’ll be faster than looking for the songs and that way you can keep adding to the playlist and I’ll see the songs
"
2822,"[5/26/20, 11:45:47 AM] Joe: Joe Rogan just signed with Spotify and I always listen to his podcast so I’m going to download it eventually anyways haha
"
2823,"[5/26/20, 11:49:16 AM] Joe: Haha it’s all good! If it makes it easier to send stuff to each other, I’m happy to download
"
2824,"[5/26/20, 11:52:14 AM] Joe: Hell yeah. Got it. Now you can just add songs to that playlist and I’ll hear them when they come up. Thank you thank you!
"
2825,"[5/26/20, 11:53:02 AM] Joe: I like a pretty wide range of music haha. As long as it fits the mood for the day I enjoy it
"
2826,"[5/26/20, 11:53:55 AM] Joe: I’ve really been liking the music you’ve sent so far too. Just send whatever you like. Anything you like to listen to. Don’t worry if I’ll like it or not, it’s more important that you like it.
"
2827,"[5/26/20, 11:55:16 AM] Joe: Los delincuentes also like singing about crumbs and mustaches hahaha I like their stuff for sure
"
2828,"[5/26/20, 12:01:44 PM] Joe: Haha do you want to see the list? I can send it to you
"
2829,"‎[5/26/20, 12:05:59 PM] Joe: top_1000_words.csv ‎document omitted
"
2830,"[5/26/20, 12:06:51 PM] Joe: Hmm I’m not sure I understand this correctly. The music you like is played in the nightclubs? Or no?
"
2831,"[5/26/20, 12:07:49 PM] Joe: Ok for sure that makes more sense haha. That’s why I was kind of confused
"
2832,"[5/26/20, 12:08:44 PM] Joe: Damn maybe I should make the same kind of list with the words I use. I wonder what words I use a lot 🤔
"
2833,"[5/26/20, 12:10:01 PM] Joe: Yeah I’ve heard of that style of music but I don’t hear it played often
"
2834,"[5/26/20, 12:13:27 PM] Joe: Haha I think I get it. Hippie isn’t the most positive term around here haha. But I know what you mean when you say it
"
2835,"[5/26/20, 12:15:13 PM] Joe: Languages are so weird. I’ve been thinking lately about how imprecise they are sometimes. Words are like an abstraction of feelings so sometimes it’s hard to describe a word, especially with a language barrier 😂
"
2836,"[5/26/20, 12:15:59 PM] Joe: Haha alright. Should be pretty easy. I’ll send it to you later
"
2837,"[5/26/20, 12:17:30 PM] Joe: Hahaha I know the feeling. 
"
2838,"‎[5/26/20, 12:18:19 PM] Joe: ‎GIF omitted
"
2839,"[5/26/20, 12:21:10 PM] Joe: Hahah so far I get it. But I still think you’ll have to show me these people. Although, I feel like I’d recognize them if I saw them. They sound like my kind of people hahah
"
2840,"[5/26/20, 12:27:12 PM] Joe: Mmm I liiiike it hahah
"
2841,"[5/26/20, 12:28:40 PM] Joe: You did a great job explaining hahah. Not sure if I fit in with their music selection or the earrings but the rest describes me well 😆
"
2842,"[5/26/20, 12:29:49 PM] Joe: I like their music, but I’m not sure they’d like the random shit I listen to sometimes haha. I’m like a jukebox with every genre in it and it’s set to play random music
"
2843,"[5/26/20, 12:31:38 PM] Joe: You can feel my campechano vibes from afar 😂
"
2844,"[5/26/20, 12:32:13 PM] Joe: Hahahaha neither of those thankfully 😂 😂
"
2845,"[5/26/20, 12:37:49 PM] Joe: Hahaha I mean I can do that. It would just be all over the place. Some stuff you’ll like, like the things I sent you already, and some stuff you’ll hate 🤷‍♂️ 
"
2846,"[5/26/20, 12:38:12 PM] Joe: It’s about the feeling or memory the song gives me more than the actual song itself sometimes
"
2847,"[5/26/20, 12:45:30 PM] Joe: Haha now just imagine if instead of getting songs from people in Uruguay, you got songs from the people in the Bay Area that say, “this shit slaps” 😂 😂
"
2848,"‎[5/26/20, 12:47:39 PM] Joe: ‎GIF omitted
"
2849,"‎[5/26/20, 12:48:06 PM] Joe: ‎GIF omitted
"
2850,"‎[5/26/20, 12:49:54 PM] Joe: ‎GIF omitted
"
2851,"[5/26/20, 1:07:53 PM] Joe: Hahaha nooo you don’t. But I’ll make a separate Bay Area playlist for you 😂 
"
2852,"[5/26/20, 1:09:06 PM] Joe: Alright I’ll make some Spotify playlist. There will be stuff you like and stuff you hate I’m sure. Most of the songs on my current playlist are island style and the stuff you sent me but I’m going to send you stuff I used to listen to also.
"
2853,"[5/26/20, 1:09:58 PM] Joe: 😂 nooooo you won’t. I guarantee you won’t like everything.
"
2854,"[5/26/20, 1:10:11 PM] Joe: I’m putting it together on Spotify for you now
"
2855,"[5/26/20, 1:19:25 PM] Joe: Hahah this shit is going to make you hate me 😂
"
2856,"[5/26/20, 1:20:51 PM] Joe: Hahaha trapped
"
